Text,Action,Action_number,Label
Patients are at the pump fake of the flyby.,pump fake,4,1
"The flooring goes to work seven to shoot, dancing in pump fakes, spins away from pressure late in.",pump fake,4,1
MB pump fakes and drives in on land.,pump fake,4,1
"Nice pump, fake resets for three, it's long.",pump fake,4,1
Little pump fake holiday corner three it's true at the expiration of the shot Clock.,pump fake,4,1
Can't shake Blake Griffin with a pump fake now?,pump fake,4,1
"Now over tomorrow good pump, fake jokisch.",pump fake,4,1
Is Gallinari drives inside a series of pump fakes to get Miguel to Velma go up in the air and he's able to bank it in after a tough shooting night for him?,pump fake,4,1
Maybe should have stepped back a bit book quick pull up and Booker coming on the clearly his best overall game.,step back,28,0
"That died five man this year when he steps back, they do, but he's not playing long tip backed out to NERC.",step back,28,0
"His ability to stretch the floor because of his shooting, but a couple dribbles he can step back as well.",step back,28,0
"Now we can score and he's just gotta take a little bit of a step back behind McCollum and Lillard, but he's in.",step back,28,0
"That time will step back against Dockage defense, I thought.",step back,28,0
Tuluka makes those step back threes look easy.,step back,28,0
Pat and step back.,step back,28,0
He normally shoots a step back right there and miles I think is ready for it.,step back,28,0
Step back on a break the space right over the top.,step back,28,0
Like the step back 3 point shot.,step back,28,0
"And that trade involving Brooklyn in all the pics as Lucas thought about the step back, went to Dennis Smith Junior.",step back,28,0
"You see the quickness of quick step back there by Anthony did own underpants for Bam, was intercepted by Davis 2 early turnovers for the Heat is Bradley fires A3.",step back,28,0
"Step back, dogic that looked to be short out of the gate and it was.",step back,28,1
Darren Fox missing a triple Giannis stepping back out of the paint.,step back,28,1
Gallinari catches step back.,step back,28,1
The veteran Al Horford with a step back.,step back,28,1
Here's Augustin step back for three.,step back,28,1
"And a step back bank, formerly Heil American, buried at.",step back,28,1
Step back baseline off the rim.,step back,28,1
Here's Harris little step back over Buddy Hield.,step back,28,1
SJ steps back behind the line.,step back,28,1
Kindly step back.,step back,28,1
Their here's hard luck with that step back 3.,step back,28,1
I am working on Fultz step back triple.,step back,28,1
Great length 7 one step back step back jumper.,step back,28,1
"Four on the 24th, James Steps back long.",step back,28,1
The fastest moving teams in the NBA in a lot of different ways is George steps back for that.,step back,28,1
Everyone contribute as well as J step back.,step back,28,1
Liller to two steps back.,step back,28,1
The soul step back jumper.,step back,28,1
But good to see Joe knock down one Jokic so good with a step back.,step back,28,1
Locked out of each step back.,step back,28,1
Blake Griffin step back long gun short.,step back,28,1
"Evans is on first time, second half step back jumper by Tyreek no good, and that's a loose ball foul keeping it there.",step back,28,1
Shot Clock dwindling is kalo that tough step back shot.,step back,28,1
Little step back action stays out as Josh Jackson clears it away.,step back,28,1
"Nurkic sagging off Carter, as many teams have done White Hill step back that's off target.",step back,28,1
Step back for Wendell Carter.,step back,28,1
DeAngelo Russell would stop step back.,step back,28,1
Wow got away with that one now part is open he steps back for us.,step back,28,1
Dangles steps back and bounced it to favors picked up.,step back,28,1
Randle against Carmelo Anthony single coverage steps back his short jumper can't connect.,step back,28,1
Step back Reaper.,step back,28,1
A step back 3.,step back,28,1
We're doing the step back.,step back,28,1
The step back for the long 2.,step back,28,1
The last couple of games Randle's into his sort of step back jumper with the left hand.,step back,28,1
He is not used to banging with Zion and guys of that size is going to be a little step back for Crowder.,step back,28,1
Step back.,step back,28,1
Step back jumper is short long rebound craft taps it over to Harris.,step back,28,1
McConnell on the step back had a good box off by Anthony Davis.,step back,28,1
That's another step back.,step back,28,1
The step back?,step back,28,1
Here comes a step back 310 down the Hatch.,step back,28,1
Scurry out of step back for five.,step back,28,1
Doris is there another step back in the League?,step back,28,1
Lillard steps back.,step back,28,1
"Going off another strong game last night against Washington early watch the Orpheus Harris with the step back, yes?",step back,28,1
"Now, Porter's owned by San Antonio Porter, guarded by Derrick White, is a good defender now Porter steps back three ball all the way.",step back,28,1
"Gilgeous Alexander shot Clock down to five little step back, three on the way.",step back,28,1
Nothing Butler with a step back midrange jumper off the mark.,step back,28,1
Steps back.,step back,28,1
Step back jumper by Poyan is perfect.,step back,28,1
"Trey takes the middle Lane, moves in, find space, steps back for three of them, would shorten over the rim.",step back,28,1
Thomas goes baseline kickback hot Samora the pump shake step back jumper.,step back,28,1
With a step back to shot.,step back,28,1
Step back baseline off the rim.,step back,28,1
"Now, Porter's owned by San Antonio Porter, guarded by Derrick White, is a good defender now Porter steps back three ball all the way.",step back,28,1
Courage to step back in the tribe and they need more of that from them.,step back,28,1
Free games on the step back doesn't get the roll.,step back,28,1
"Bill got called for the offensive foul step back, jumpers off the mark in the rebound.",step back,28,1
Daniel how's step back three.,step back,28,1
"Step back jumper by Giannis is little bit short, rosier with the rebound.",step back,28,1
Step back three CJ McCollum.,step back,28,1
Rozier on the wing step back.,step back,28,1
"Been out on Doncic, let's step back for you something.",step back,28,1
Purtle LeBron loves this match up little step back on Yakub no good remount taken by San Antonio's too.,step back,28,1
Pardon steps back controls another.,step back,28,1
Step back 3.,step back,28,1
He steps back for us three and hits.,step back,28,1
Step back for Lamarcus Aldridge.,step back,28,1
Single coverage for Kiss all the step back and he is so good with that particular shot.,step back,28,1
Paint gets in the paint steps back won't go.,step back,28,1
Andrew Wiggins with the step back Wiseman already with a couple of rebound to the game who pray.,step back,28,1
"Zach, the step back short skips off the rim of the rebound Schreuder",step back,28,1
Here's Klay Thompson with step back three at rims off but it would dolla.,step back,28,1
Palomar step back J2.,step back,28,1
Gonna step back at three.,step back,28,1
"Been awhile, will step back.",step back,28,1
Hayward guards Merante John step back three spoons out rebound.,step back,28,1
"Jack locks down to four step back, PJ.",step back,28,1
Nice little step back.,step back,28,1
Lips to Blake Griffin step back long gun short.,step back,28,1
Holiday steps back for the long two and another rebound another crack at it for the Pelicans.,step back,28,1
Step back again.,step back,28,1
Take the past the dirt and here's a step back from the corner.,step back,28,1
Step back.,step back,28,1
"Jack locks down to four step back, PJ.",step back,28,1
Rozier on the wing step back.,step back,28,1
"Running the old school we hear on the perimeter, Beverly will step back game Tide at 4.",step back,28,1
Kimbo with that lethal step back.,step back,28,1
"Step back, triple try around it off Blake Griffin for Reggie and four court.",step back,28,1
Christiane steps back shoots the 3:00 AM berries.,step back,28,1
See here 20 steps back.,step back,28,1
Chandler's kind of tough step back.,step back,28,1
It thinks about this step back three.,step back,28,1
Data science Hayward will step back and back again.,step back,28,1
step back.,step back,28,1
"Nurkic sagging off Carter, as many teams have done White Hill step back that's off target.",step back,28,1
Now take a look and gather it in not get sick 1 three in a row from the Raptors two last season one this season Jokic step back and he's got it.,step back,28,1
"actor Paul George steps back Bob to the Hawks, knock it away and take it away.",step back,28,1
Does he realize that the step back three is off?,step back,28,1
Jeff Teague steps back.,step back,28,1
"Rebound comes all the way back out to Rozier, Rozier steps back.",step back,28,1
Little step back into Lane for two.,step back,28,1
Step back.,step back,28,1
JJ Redick with the extra pass Damian Lillard off the high screen on the step back and the first four points belong to the Blazers.,step back,28,1
"Gotta step back down am it's resources, right?",step back,28,1
"Well, first three points for the rookie and again big task filling in for joellen bead step Curry steps back a 2 pointer.",step back,28,1
Now take a look and gather it in not get sick 1 three in a row from the Raptors two last season one this season Jokic step back and he's got it.,step back,28,1
There's the step back three over Brogdon.,step back,28,1
"Step back three by Blake Griffin is good, and it's 7 nothing Pistons.",step back,28,1
Randall little step back.,step back,28,1
Step back three by towns too strong.,step back,28,1
Step back baseline off the rim.,step back,28,1
Step back 3 blocked by Ben Simmons.,step back,28,1
Will be a step back for Wiggins and along two at that forward.,step back,28,1
"While trying to defend Horford on the low block step, back jumper is good for Horford in Philly.",step back,28,1
"I've watched team spaces the floor better than Milwaukee feel step back, jumper drops.",step back,28,1
There's Joanna step back 15 footer outcomes and Moody a right place.,step back,28,1
Olinick wanna nice fake little step back and knocks it down.,step back,28,1
Avery Bradley steps back.,step back,28,1
McCallum Free throw line step back jumper good.,step back,28,1
Step back.,step back,28,1
Drew on a step back.,step back,28,1
Avery Bradley brought over from the Los Angeles Clippers starting his second game at the two guard opposite Delon Wright tonight steps back on Aldridge.,step back,28,1
Deleter steps back his three pointer is short long rebound out to Randall.,step back,28,1
Rockets 6th and drawn charges per game years of step Back Re buy hardwoods in.,step back,28,1
Fournier step back to was good.,step back,28,1
Here is Carris LeVert stepping back.,step back,28,1
Gordon Hayward dribbling through a bunch of defenders thanks low step back jumper won't go.,step back,28,1
Step back.,step back,28,1
So step back over Aminu.,step back,28,1
Step back jumper beautiful touch by Jaylen Brown.,step back,28,1
Ricky step back 3.,step back,28,1
Step back three is through for Blake.,step back,28,1
Here's Harris little step back over Buddy Hield.,step back,28,1
"Fox steps back, left hands want short 3 pounds his own.",step back,28,1
Gordon Tucker for the step back triple.,step back,28,1
He is not used to banging with Zion and guys of that size is going to be a little step back for Crowder.,step back,28,1
Step back J over diamond.,step back,28,1
Kyle making a move cut off by Satiran Ski and the jumper is good as he steps back in Drillsite.,step back,28,1
But good to see Joe knock down one Jokic so good with a step back.,step back,28,1
Peel steps back and that's way off.,step back,28,1
Paint gets in the paint steps back won't go.,step back,28,1
Middleton step back triple try the job.,step back,28,1
Step back three for James.,step back,28,1
Chase drew a foul as he went up to try and jam it.,jam,32,0
Damn rubbish with alot college with the jam and that's how he wore the Bulls out here last January.,jam,32,0
Run ice jam and start the game.,jam,32,0
I had tried to jam it backhand and it's out of bounds.,jam,32,0
"Savannah's misses that double handed jam inside, with the reverse TJ Warren.",jam,32,0
Former Oklahoma City Thunder got jammed up in the air and finish it.,jam,32,1
"Agreed lob down low in a jam, just that quickly.",jam,32,1
"Lakers want to push Randall on the run, two hand Jam and the Lakers needed for nothing.",jam,32,1
I had the college for the Jam and it's 5 nothing.,jam,32,1
There's a backdoor lob layman using that athleticism to spring and jam with two hands.,jam,32,1
Big part of the problem has worn able to leak out and jams at home.,jam,32,1
The jam didn't take him long.,jam,32,1
"Jordan Bell goes inside, misses the jam, but he got hit.",jam,32,1
It all poker jam holding a green garden.,jam,32,1
For the two hand Jam Blazers up for nothing.,jam,32,1
Here comes the tribe in the Jam by pool.,jam,32,1
The basket and a big jam by Yusuf Nurkic.,jam,32,1
"As tears started to show, some promise as a roller to the hoop off pick and rolls, Shotblocker averaged just under 10 points per game.",pick and roll,7,0
"At his best, that's when he can be super effective when you can pick and roll to the basket.",pick and roll,7,0
"Oregon State's Gary Payton, defending lunar here's Whiteside runs into the Lane, takes it strong in the Cup to lay it in the pick and roll action right there.",pick and roll,7,0
The young guys trying to find their rhythm play some pick and roll today.,pick and roll,7,0
He steps up on the pick and rolls and make sure that he's not hanging back in the Lane.,pick and roll,7,0
And they're having some issues getting to the weak side and pick and roll so.,pick and roll,7,0
Yeah really can hurt you off the pick and roll game is approved as a 3 point shooter hurt Miami beyond the arc from the dotted line.,pick and roll,7,0
How do you stop hard not to pick and roll as soon as someone shows me weather travel to go under.,pick and roll,7,0
Little pick and roll game Kemba Walker to master at that and Daniel Theis unable to put it down.,pick and roll,7,0
So already 2 forced turnovers from the Clipper defense and their setting pick and rolls with Porzingis.,pick and roll,7,0
"See right off the bat involving joellen, a little pick and roll able.",pick and roll,7,0
No pick and roll action.,pick and roll,7,0
"If you leave truly on James Harden and Chris Paul out of the pick and roll, Harden catches fires.",pick and roll,7,0
That's will certainly run their share of pick and rolls.,pick and roll,7,0
Utah is a big pick and roll team.,pick and roll,7,0
"He can go up high, he's got the hops so he's one of those guys on the pick and roll.",pick and roll,7,0
Switch pick and rolls between KP and smart.,pick and roll,7,0
"Yeah, pick and roll.",pick and roll,7,0
"He can stretch you out, but also he is one of the best and being active around the glass and in the pick and roll.",pick and roll,7,0
"But running the pick and rolls to perfection that last time to Curry Johnson might have gotten away with the travel, but he scores off glass.",pick and roll,7,0
Toronto Raptors saying he's guarding the pick and roll and the ref says no.,pick and roll,7,0
Pick and roll played very nicely.,pick and roll,7,0
"Remember all the games that Clint's done that just running the floor, forget about pick and roll game, and Harden, throwing lob dunks to him.",pick and roll,7,0
"They're going to blitz, which means double team on the pick and roll.",pick and roll,7,0
Attack him at every opportunity Jackson pick and roll with Drummond.,pick and roll,7,1
Here is right form and working on the pick and roll game.,pick and roll,7,1
Little high pick and roll.,pick and roll,7,1
Orlando goes to the pick and roll game with bolts driving it to the basket.,pick and roll,7,1
They want to put him in the pick and roll.,pick and roll,7,1
"There is that Birds Eye view of the pick and roll in the Sixers, defending it late rotation.",pick and roll,7,1
But get to Adams quickly on that pick and roll.,pick and roll,7,1
Try the switching pick and roll.,pick and roll,7,1
Nice pick and roll with Dedmon turns cancer challenges.,pick and roll,7,1
A little pick and roll action between yards and drew and drew his.,pick and roll,7,1
DeMarcus Cousins now Jerrod Jackson table layout to start the game and there's the pick and roll I'm talking about.,pick and roll,7,1
Pick and roll with Katie.,pick and roll,7,1
Tristan Thompson guarding Geron Heroes to the bucket on a pick and roll.,pick and roll,7,1
And they just conceded a pick and roll.,pick and roll,7,1
Pick and roll Whiteside right down the middle of the Lane and nobody here and play it up in a great start from here yet.,pick and roll,7,1
"Chased by Kuczma pick and roll, it Gobert loss to handle.",pick and roll,7,1
Will pick and roll with Lowry.,pick and roll,7,1
He just wants him to take that with confidence in the rhythm off the pick and roll there's Durant.,pick and roll,7,1
I pick and roll with Jones this time.,pick and roll,7,1
Or is that low pick and roll?,pick and roll,7,1
Here comes called her on the high pick and roll rolling inside LeBron James year behind the back floater short.,pick and roll,7,1
And 48 pick and roll.,pick and roll,7,1
Little pick and roll game.,pick and roll,7,1
"Yeah, they want a little side pick and roll for who roots.",pick and roll,7,1
"Pick and roll involving Brunson, Kleber, Brunson in the paint looking for the first basket of the game and there it is looks like a vet man.",pick and roll,7,1
Nice pick and roll herder.,pick and roll,7,1
Bacon pick and roll game with Vucevic off the dribble.,pick and roll,7,1
"Joe turns the corner pick and roll favors in the paint booth, shot up for two.",pick and roll,7,1
"Here's Troy Young Works the pick and roll here with death, and as Tobias Harrison's switch it, it goes to Duane.",pick and roll,7,1
That's on the pick and roll.,pick and roll,7,1
"I pick and roll evolving Brunson in Cleveland and with that shot by Jalen Brunson, Dallas is the first delivered tonight.",pick and roll,7,1
Anthony Pick and roll with Vucevic.,pick and roll,7,1
Could help by favors on the pick and roll Hardaway from deep.,pick and roll,7,1
Half court set here for Brooklyn Pick and Roll Action Allen over Go Berry doesn't get the role.,pick and roll,7,1
A little pick and roll action between yards and drew and drew his.,pick and roll,7,1
Burke plays a pick and roll game with Kyle Oquinn.,pick and roll,7,1
"Locked out of five temple looking for the pick, pick and roll without fighting fires.",pick and roll,7,1
"Well, this is a pick and roll.",pick and roll,7,1
"Good chemistry between those two, they play a lot of pick and roll together.",pick and roll,7,1
Bacon pick and roll game with Vucevic off the dribble.,pick and roll,7,1
That's Lillard's pick and roll.,pick and roll,7,1
Pick and roll with Capella.,pick and roll,7,1
"At his best, that's when he can be super effective when you can pick and roll to the basket.",pick and roll,7,1
So here's that Lillard Nurkic kind of high pick and roll.,pick and roll,7,1
Joe puts a shoulder down pick and roll.,pick and roll,7,1
Now Anderson has it pick and roll with Collins Swing and Swing to Prince.,pick and roll,7,1
Pick and roll.,pick and roll,7,1
pick and roll with the big man.,pick and roll,7,1
"Friend Forbes delivery that was an ice pick and roll, thereby Lamarcus Aldridge to free up forms.",pick and roll,7,1
Partner is going to be middle pick and roll defense.,pick and roll,7,1
Stay on the pick and roll.,pick and roll,7,1
Rage on college work the side pick and roll Tray gets into the paint at.,pick and roll,7,1
McKee on the pick and roll and that's how you.,pick and roll,7,1
Campus pick and roll with seller and that is slap back by Dedmon was very poor shot there by Zella.,pick and roll,7,1
Barton little pick and roll with Jokic.,pick and roll,7,1
He has that ability to block the South Hill off the bounce Dixit looking move off the pick and roll for George Hill.,pick and roll,7,1
"Yeah, both teams try to score at the rim, but then there's Splash Mountain taking the team three let's their center.",splash,16,0
With the Splash brothers erupting.,splash,16,0
"Shock like down to five Levine looking to create Ombre tomb shuffles to his right, fires three and splashes intends to be hot.",splash,16,1
"In the second meeting, and Wesley Matthews splashes A3.",splash,16,1
Look at splash.,splash,16,1
Will take the three little splash it money.,splash,16,1
Brook Lopez Splash Mountain missing from downtown LA 7 footer.,splash,16,1
Splash is up 3.,splash,16,1
Rubio off balance along the baseline still splashes it.,splash,16,1
Splash is the 3 pointer.,splash,16,1
Booker was very close to an up and down there as pain splashes into three.,splash,16,1
"You could play the midrange game, he could post up other guards as Derrick favors.",post up,1,0
"But because of his absence, you'll see Ben post up a little bit more and he's exceptional town there.",post up,1,0
They're going to come and help on all of his post ups.,post up,1,0
It's better to switch post up dance against pink.,post up,1,0
He's a stretch for he can post up smaller players.,post up,1,0
Ricky posted up for free.,post up,1,0
Playing with the post up in the baby Hook.,post up,1,0
Posting up in the paint.,post up,1,0
He's been relentless as a post up.,post up,1,0
You'll see him post up.,post up,1,0
Loves that little back down put post up there.,post up,1,0
"So post up Robinson, teasing him with that stunt track never came really.",post up,1,0
Horford is is better really difficult match up in post up situations for Karl Anthony Towns.,post up,1,0
They're going to come and help on all of his post ups.,post up,1,0
Kevin at RIM run thereby Davis forced the mismatching great recognition Rim run to a post up and he asked you shot jump out of DVD.,post up,1,0
"A7 footer had never done before, never done and then they created the post up at the free throw line.",post up,1,0
Point shot is going to be looking to get into the paint post up.,post up,1,0
"Or for tried to tuck in, but Lowry always takes those post ups personally.",post up,1,0
Now he's getting more post up basement.,post up,1,0
"Yep, so we gotta watch him getting posted up.",post up,1,0
Dig down to help Tray on that post up.,post up,1,0
Chandler down the floor so he couldn't bother and got great post up position Jackson going baseline lob it goes high and Hammers at home.,post up,1,0
He's going against a lot of smaller guards so that post up games becoming important Hemi.,post up,1,0
They dial up Julius Randle for post up right away.,post up,1,1
Getting that is young off of Kevin Love trying to get him some post up touch.,post up,1,1
And here's the Dallas native Myles Turner for one of the things Miles worked on was his post up game.,post up,1,1
"But when he comes cross selling off their brush green, he's a good post up player.",post up,1,1
"Start with Cody Zeller, PJ Washington trying to post up Prince.",post up,1,1
post up the smaller Trae Young and Sweet Junior missing badly there.,post up,1,1
There they go to eat an early post upon homes.,post up,1,1
Will post up against Kobe White.,post up,1,1
Pascal look into post up strong take and it doesn't go.,post up,1,1
Nice post up.,post up,1,1
Port is trying to post up.,post up,1,1
Lillard posting up against Brunson finds a cutter for the weak side and Dirks defense against Yusif.,post up,1,1
"If you go into that defensive circle and post up, you notice the defensive players behind you and policy and left that jump look a little bit short.",post up,1,1
Zachry non javel in want that return post up match up will take the dunk instead.,post up,1,1
Now it's Adams wanted to post up favors.,post up,1,1
"Glad you're bored here on Fox Sports Ohio as they go right away for a post up to Morse, triple team swatted away by Alec Burks.",post up,1,1
Jordan trying to post up against Oxymora.,post up,1,1
Post up opportunity.,post up,1,1
James Wiseman complete go drop coverage but then get all the way out there because of his length and really contest that well so wise men little post up early.,post up,1,1
Having some trouble in the post up and the loose ball is picked up by the white power pole.,post up,1,1
Horford looking to post up and they're gonna file.,post up,1,1
Stressed Millsap post up Dudley.,post up,1,1
Early post up for Wiggins.,post up,1,1
post up the smaller Trae Young and Sweet Junior missing badly there.,post up,1,1
"Post up by Lukas right into the Lane, and hello, nothing like starting your game with an easy basket.",post up,1,1
There they go to eat an early post upon homes.,post up,1,1
"Post up for dropping right away, banging with Alex Len.",post up,1,1
"And here's the Dallas native Myles Turner, but one of the things Miles worked on was his post up game.",post up,1,1
Here's Carmelo Anthony inside on the post up.,post up,1,1
A chance for Simmons post up the smaller Brooks.,post up,1,1
Welsh posting up.,post up,1,1
Wait posting up Hayward.,post up,1,1
I did buy into the cool blow on a switch now Porzingis posting up turn around J fuel.,post up,1,1
"Likes to post up, give it up against the double team.",post up,1,1
"Fournier, again looking for Gordon posting up against Oxymora.",post up,1,1
And also Westbrook guys that can defend post up players in this League.,post up,1,1
"Post up for Jokic, dump it into cragan he felt.",post up,1,1
Millsap wants the post up.,post up,1,1
But the basically as we see Tobias with the little post up.,post up,1,1
Here's the post up for Danilo.,post up,1,1
Post up opportunity for it to white Howard Anna kills in and you seen a lot of that issue.,post up,1,1
Tatum with a nice floater over the top Kemba.,floater,5,0
"It could be a floater 30 foot 3 pointer, didn't score.",floater,5,0
Nice floater.,floater,5,0
Now the beautiful floater.,floater,5,0
The Left handed player at Bettys shut the majority of those floaters with his right hand.,floater,5,0
Did a good job against the Nets to knockdown floaters in the paint Dillon Brooks pump.,floater,5,0
"A good sign that Conley makes his first floater Simmons, with a little baby hook shot in the paint.",floater,5,0
There's a floater Jonathan Isaac on the attack.,floater,5,0
Usually when your back is tight you're not able to get the floaters or go off the dribble like you like him.,floater,5,0
Little weird awkward floater so Bowman 41% on threes.,floater,5,0
The floater being one of 'em I think young had 38 in the season opener.,floater,5,0
"One footers, leaners, floaters, stepbacks, threes, be powers it down at the other end.",floater,5,0
Get that soft left hand floater.,floater,5,0
He was six for seven on floaters last night.,floater,5,0
"Necessary to throw that high type of floater, but he's just showing off his skills that's involved with Supreme confidence.",floater,5,0
Nice floater.,floater,5,0
Very little floater and who found him.,floater,5,1
Then what he misses on the floater?,floater,5,1
"The floater, the bounce, the bucket.",floater,5,1
Great young little floater rolls in.,floater,5,1
Now those floaters not falling.,floater,5,1
"So Cousins ends up going one for three at the foul line, little floater for Brogdon.",floater,5,1
"Fox, the little floater.",floater,5,1
Zatarain's key with the floater.,floater,5,1
I was three shots and made 0 Russell penetration floater.,floater,5,1
Here's ball floater.,floater,5,1
"Carlin has been more of the point guard, the penetration, the floater off the rim.",floater,5,1
"No way, no way here comes out around the corner up a ghost floater counted Mitchell 17.",floater,5,1
Here's Rose Derrick Rose with that floater.,floater,5,1
Biggest challenge for him in the Smith Junior didn't get any rim that time on the little floater.,floater,5,1
"Donovan, like the left hand, work behind the screen of Rudy Gobert, the high floater banked it off the glass, and the ball comes loose.",floater,5,1
Unable to connect on the floater.,floater,5,1
Tyler Johnson with the floater is off the mark.,floater,5,1
"gets a screen, misses badly on the floater board with the rebound.",floater,5,1
This is the floater.,floater,5,1
Art van guarded by Butler puts up a floater.,floater,5,1
"Milwaukee's basketball first holiday, with a little floater from the Lane through holiday, fills it up.",floater,5,1
Here comes called her on the high pick and roll rolling inside LeBron James year behind the back floater short.,floater,5,1
"Middleton floater would not go at Williams who was defending Giannis again, that time with the rebound, got numbers White supporter for free.",floater,5,1
Now those floaters not falling.,floater,5,1
Missing the free throw line floater.,floater,5,1
Of course in scoring tray with a floater or try again.,floater,5,1
Probably very good with those little floaters.,floater,5,1
Here it goes with the floater.,floater,5,1
Just Jackson with Elena little floater.,floater,5,1
DeAngelo Russell leans in and gets the floater.,floater,5,1
"Left handed floater for two, see this little hesitation move.",floater,5,1
"Middleton floater would not go at Williams who was defending Giannis again, that time with the rebound, got numbers White supporter for free.",floater,5,1
Statistically worst defense in the NBA is Isaiah Thomas who misses on the floater.,floater,5,1
Taking the floater in the Lane hits the backroom goes and gets his own miss.,floater,5,1
Simmons the floater doesn't go rebound embid scores and the foul.,floater,5,1
Little floater would not fall.,floater,5,1
"Bridges little floater in the Lane, no yellow and offensive rebound.",floater,5,1
Here's Connolly into the pain and missing the floater.,floater,5,1
Is Derek with a hot floater cut the rim?,floater,5,1
Middleton to fake the floater?,floater,5,1
It's tough little floater from the baseline over the top of that.,floater,5,1
Player for the Thunder last night to Billy Donovan relied on over 15 minutes is Mitchell gets inside and his floater drops in.,floater,5,1
Here's the floater again by Brockton.,floater,5,1
"He had never had a major injury in his life and he was out for the entire season, as garlands floater doesn't go.",floater,5,1
"Here's Quarry, watched by Hood, picked off by Zubats, Hawaii with the floater.",floater,5,1
The floaters won't go rebound deflected and taken by Peyton.,floater,5,1
"Murray keeps it, can't hit the floater, batted out.",floater,5,1
Little leaner floater that is straight in future.,floater,5,1
Jackson drive the floater off the glass.,floater,5,1
It's with a floater little bit strong and rebounded by indeed.,floater,5,1
The floater box Ray rebounded by zoo Patch.,floater,5,1
Send me right to left and put up a floater for two so.,floater,5,1
There's a floater baseline and the bucket is good.,floater,5,1
He puts up a little floater that's no good.,floater,5,1
The floater doesn't go for Simmons.,floater,5,1
His floater is good.,floater,5,1
For Maps whip it around Burke to try floater on the baseline.,floater,5,1
Missing the free throw line floater.,floater,5,1
Great touch with the floater.,floater,5,1
"Let's bear get that easy to CJ McCollum, the floater.",floater,5,1
Covington the floater.,floater,5,1
"She's strong seasons with Orlando for the last couple of campaigns, a floater by Garland is no good.",floater,5,1
Here's the floater again by Brockton.,floater,5,1
I'll give it another try to Porter the floater falls.,floater,5,1
Drew holiday in the little floater.,floater,5,1
Done a nice little floater in and out.,floater,5,1
"You can already see that that defensive priority is going to be Bradley Beal, so he's gonna have opportunities floater in the Lane for RJ Barrett.",floater,5,1
Turtle Pass was deflected before he got it and Jodka little floater to get the Spurs on the board.,floater,5,1
"Starting down the Lane, little floater tipped up and out.",floater,5,1
Harden backs off Simmons Simmons with a floater no good.,floater,5,1
"Richardson, on his hips head, gets the role on the floater.",floater,5,1
Thought he was fouled and one day missing on the floater.,floater,5,1
Buccament with the floater.,floater,5,1
"Thanks for the floater, and that's the first story again.",floater,5,1
"So Cousins ends up going one for three at the foul line, little floater for Brogdon.",floater,5,1
Brown with a floater banks it in Bruce Brown the rookie out of Miami of Florida.,floater,5,1
"Here's Courtney Lee, the veteran the floaters up.",floater,5,1
Leslie Matthews inside gets the floater to fall.,floater,5,1
Rescreening is Gibson Teague with the floater.,floater,5,1
Conley floater Valentinas taps the rebound but cannot keep it in place.,floater,5,1
Running floater is good for Serge Ibaka.,floater,5,1
"Andre screens for Reggie Jackson floater in the Lane, fills it up.",floater,5,1
a lot of that is Cameron Payne with a beautiful floater.,floater,5,1
"Just the second time he's had a losing record with Eric at the helm, there's the floater from Trae Young to start thinking.",floater,5,1
Patrick Beverley still coming back from that calf injury that floater halfway down and out.,floater,5,1
The floater.,floater,5,1
The first point to the game with a nice floater.,floater,5,1
floater is no good gets it back.,floater,5,1
"Murray, the floater, that Mrs Jokic tips it.",floater,5,1
John Collins gets the steal and Dunk Sexton with a floater.,floater,5,1
There's that floater.,floater,5,1
Just Jackson with Elena little floater.,floater,5,1
Selden with a tough looking floater.,floater,5,1
Santa ran ski with a floater and it's worn on the right.,floater,5,1
"Oh, the left hand floater.",floater,5,1
"To go behind the back, but through it beyond the reach of Qatar.",behind the back,33,0
"Guarding Doncic, they go to Matthews was Matthews is open, but this is Reggie Jackson, the forecourt, after the behind the back dribble.",behind the back,33,0
Here's DeRozan behind the back to Kelvin.,behind the back,33,1
"Schroder, who averaged a career high 19 last season for Atlanta, goes behind the back to set it up.",behind the back,33,1
"Behind the back pass, Kemba misses the three.",behind the back,33,1
How about the drop off behind the back pass?,behind the back,33,1
Right behind the back in front of Venice.,behind the back,33,1
Damn nice move behind the back.,behind the back,33,1
"Now Nikolai Yokich don't work on Dedmon and a power it up behind the back, Lyles off the glass.",behind the back,33,1
Davis behind the back drives and draws the foul.,behind the back,33,1
Culture Shock lock already down to four Jackson behind the back into the freight elevator and dumps.,behind the back,33,1
Clear great hands by Davis and then the behind the back.,behind the back,33,1
Clear great hands by Davis and then the behind the back.,behind the back,33,1
Behind the back and kicks to the corner.,behind the back,33,1
"Carmelo goes behind the back, but it hit him in the back.",behind the back,33,1
Trey ***** in nice behind the back pass spots open.,behind the back,33,1
Art behind the back to King.,behind the back,33,1
Here's Moran touching the paint behind the back to Anderson.,behind the back,33,1
And here's a steal by ado behind the back.,behind the back,33,1
"Behind the back dribble, lost it, gets it back, roads it up, no good.",behind the back,33,1
"Joe goes behind the back, feeds it off to Rudy, gives a back Joe jingles inside to control Gobert.",behind the back,33,1
I had to Walker Walker's on the run behind the back pass.,behind the back,33,1
"Green goes behind the back, gives it up for Murray.",behind the back,33,1
Course recently took fighter to second straight Slam Dunk contest coming in second.,slam dunk,6,0
Slam dunk champ.,slam dunk,6,0
Former slam dunk letter J are put on there with nice men blue.,slam dunk,6,0
